相対勝率_1,相対勝率_2,相対勝率_3,相対勝率_4,相対勝率_5,相対勝率_6,r1,r2,r3,p,r
2.381666666666667,0.36166666666666636,-0.8383333333333338,-0.6883333333333335,0.061666666666666536,-1.2783333333333333,1.0,5.0,6.0,4460.0,1.0
1.1083333333333325,3.118333333333333,-0.541666666666667,0.39833333333333254,-0.811666666666667,-3.2716666666666674,1.0,5.0,3.0,15870.0,2.0
2.6816666666666666,0.331666666666667,0.7816666666666672,-0.7583333333333329,-0.09833333333333272,-2.938333333333333,1.0,2.0,4.0,1330.0,3.0
1.0516666666666667,-1.188333333333333,1.5316666666666672,-0.43833333333333346,1.9016666666666664,-2.8583333333333334,3.0,1.0,4.0,3730.0,4.0
-0.7200000000000006,0.96,0.8300000000000001,0.7299999999999995,-0.6600000000000001,-1.1400000000000001,3.0,2.0,1.0,3500.0,5.0
-0.07333333333333325,-0.8233333333333333,1.2166666666666668,0.06666666666666643,-0.8233333333333333,0.43666666666666654,3.0,4.0,1.0,3030.0,6.0
-0.3700000000000001,0.6600000000000001,-1.2200000000000002,-1.23,1.9900000000000002,0.16999999999999993,2.0,6.0,3.0,4580.0,7.0
-0.3166666666666673,1.163333333333333,0.08333333333333304,1.6433333333333326,-3.396666666666667,0.8233333333333333,3.0,1.0,6.0,10530.0,8.0
0.41500000000000004,-0.5549999999999997,-0.4450000000000003,0.5449999999999999,0.7350000000000003,-0.6950000000000003,1.0,5.0,3.0,2920.0,9.0
0.1850000000000005,0.004999999999999893,-0.20500000000000007,0.19500000000000028,-0.21499999999999986,0.03500000000000014,4.0,3.0,5.0,32570.0,10.0
0.47666666666666657,0.8966666666666665,-0.7933333333333339,0.06666666666666643,-0.4733333333333336,-0.17333333333333378,1.0,2.0,3.0,800.0,11.0
1.1316666666666668,-0.7583333333333337,0.04166666666666696,-0.13833333333333364,-0.31833333333333336,0.04166666666666696,4.0,5.0,6.0,2030.0,12.0
1.7683333333333335,-0.05166666666666586,0.6583333333333341,-0.07166666666666588,-0.35166666666666613,-1.9516666666666662,4.0,6.0,3.0,173790.0,1.0
1.4433333333333334,2.0933333333333337,-0.6266666666666665,-2.5766666666666667,0.3733333333333331,-0.7066666666666666,4.0,6.0,1.0,127300.0,2.0
2.1499999999999995,0.13999999999999968,1.0499999999999998,0.8899999999999997,-0.75,-3.4800000000000004,1.0,3.0,2.0,750.0,3.0
-0.17499999999999893,-1.2349999999999994,-1.294999999999999,-0.6649999999999991,1.865000000000001,1.5050000000000008,1.0,3.0,6.0,11560.0,4.0
-1.856666666666667,0.4833333333333334,1.2633333333333328,0.44333333333333336,-1.1566666666666672,0.8233333333333333,3.0,2.0,4.0,1990.0,5.0
-1.2166666666666663,0.5533333333333337,-0.08666666666666689,0.6433333333333335,1.0933333333333337,-0.9866666666666664,1.0,5.0,4.0,5110.0,6.0
-1.646666666666667,0.32333333333333325,-0.9666666666666668,-0.016666666666667496,3.083333333333333,-0.7766666666666673,1.0,5.0,2.0,2010.0,7.0
-0.5283333333333333,-0.02833333333333332,2.421666666666667,1.331666666666666,-3.2583333333333337,0.061666666666666536,3.0,4.0,6.0,2700.0,8.0
-0.6133333333333333,2.0566666666666666,0.4666666666666668,0.996666666666667,-3.283333333333333,0.3766666666666669,1.0,2.0,4.0,3000.0,9.0
1.5,-0.4900000000000002,-0.28000000000000025,1.5,-1.4100000000000001,-0.8200000000000003,4.0,3.0,5.0,4280.0,10.0
-0.18666666666666742,2.4433333333333325,-0.2566666666666677,-0.6866666666666674,-1.0466666666666677,-0.2666666666666675,4.0,5.0,2.0,4970.0,11.0
0.25166666666666604,0.6016666666666657,0.20166666666666533,-0.1683333333333339,0.1616666666666653,-1.0483333333333347,1.0,5.0,2.0,1440.0,12.0
0.5866666666666669,-0.9333333333333331,0.9666666666666668,-0.6733333333333329,-0.08333333333333304,0.13666666666666671,3.0,1.0,4.0,8190.0,1.0
1.0916666666666668,2.331666666666667,-1.288333333333333,-0.43833333333333346,-1.3083333333333331,-0.38833333333333364,5.0,2.0,1.0,4530.0,2.0
1.245000000000001,-0.11499999999999932,1.5250000000000012,0.785000000000001,-0.7449999999999988,-2.694999999999999,1.0,3.0,4.0,570.0,3.0
0.7000000000000002,-1.15,0.7699999999999996,-2.74,2.5999999999999996,-0.17999999999999972,5.0,6.0,3.0,2110.0,4.0
0.23500000000000032,0.9850000000000003,-0.33499999999999996,1.9649999999999999,-3.625,0.7750000000000004,1.0,2.0,5.0,52740.0,5.0
-1.2383333333333333,-0.6883333333333335,2.0216666666666665,-1.2783333333333333,0.8416666666666668,0.3416666666666668,1.0,2.0,3.0,8570.0,6.0
-0.2616666666666667,1.748333333333333,0.708333333333333,-1.4116666666666666,-3.2916666666666665,2.5083333333333337,1.0,2.0,3.0,740.0,7.0
0.30166666666666675,-0.0983333333333336,1.0116666666666667,-0.2283333333333335,1.911666666666667,-2.8983333333333334,3.0,4.0,1.0,3480.0,8.0
-0.29000000000000004,-0.040000000000000036,-1.9099999999999997,-1.1799999999999997,0.6000000000000005,2.8200000000000003,5.0,6.0,2.0,5910.0,9.0
1.335,0.07500000000000018,0.45500000000000007,-0.08499999999999996,-0.3150000000000004,-1.4649999999999999,1.0,3.0,2.0,960.0,10.0
0.7883333333333331,-0.2716666666666665,-0.4516666666666662,-0.8116666666666665,0.8283333333333331,-0.08166666666666611,1.0,3.0,6.0,2440.0,11.0
1.0133333333333319,-0.41666666666666785,-0.7966666666666677,-0.3866666666666676,1.1933333333333325,-0.6066666666666682,1.0,5.0,2.0,520.0,12.0
1.7416666666666671,0.6016666666666675,0.9816666666666674,-2.878333333333333,-0.1083333333333325,-0.3383333333333325,3.0,2.0,6.0,14580.0,1.0
1.4900000000000002,1.92,-0.77,-2.64,0.05999999999999961,-0.0600000000000005,1.0,2.0,3.0,440.0,2.0
1.4666666666666668,0.7266666666666666,1.0066666666666668,-0.11333333333333329,-2.4733333333333336,-0.6133333333333333,1.0,6.0,4.0,15360.0,3.0
0.5983333333333345,-0.711666666666666,0.3383333333333338,-0.5816666666666661,2.1383333333333345,-1.7816666666666658,1.0,5.0,4.0,3260.0,4.0
-0.7416666666666663,0.3583333333333334,-1.4416666666666664,-1.6316666666666664,2.038333333333333,1.418333333333333,5.0,1.0,6.0,1610.0,5.0
-1.120000000000001,0.8499999999999996,-0.7900000000000009,1.6199999999999992,0.3699999999999992,-0.9300000000000006,2.0,4.0,3.0,1940.0,6.0
-0.9149999999999996,-0.6449999999999996,1.2350000000000003,2.3050000000000006,1.3950000000000005,-3.375,1.0,3.0,2.0,16670.0,7.0
-0.961666666666666,-1.441666666666666,-0.8716666666666661,0.11833333333333407,0.9583333333333339,2.198333333333334,1.0,5.0,3.0,5320.0,8.0
-1.7316666666666665,-0.4716666666666667,0.3483333333333336,-1.291666666666667,0.12833333333333297,3.0183333333333335,1.0,3.0,2.0,5030.0,9.0
1.4400000000000004,0.6799999999999997,-0.33000000000000007,-1.5199999999999996,0.3100000000000005,-0.5800000000000001,1.0,2.0,5.0,410.0,10.0
0.8033333333333346,-0.49666666666666615,1.333333333333334,-1.0166666666666657,-0.5266666666666655,-0.09666666666666579,1.0,3.0,2.0,940.0,11.0
1.1616666666666653,-0.0983333333333345,-0.018333333333334423,-0.14833333333333432,-0.3383333333333347,-0.5583333333333345,1.0,2.0,6.0,6280.0,12.0
1.7733333333333334,-0.22666666666666657,-0.5266666666666668,0.43333333333333357,0.6733333333333329,-2.126666666666667,3.0,1.0,4.0,7090.0,1.0
2.1566666666666663,0.8366666666666669,0.5966666666666667,-0.18333333333333357,0.06666666666666643,-3.4733333333333336,1.0,2.0,3.0,460.0,2.0
1.043333333333334,-1.376666666666666,1.4833333333333334,0.26333333333333364,-0.626666666666666,-0.7866666666666662,3.0,4.0,1.0,1710.0,3.0
0.7133333333333329,-1.1266666666666665,-0.016666666666666607,1.3833333333333337,-3.2866666666666666,2.333333333333333,1.0,6.0,2.0,4050.0,4.0
0.5583333333333327,-1.351666666666667,0.8983333333333334,0.9883333333333333,-2.951666666666667,1.8583333333333334,1.0,6.0,4.0,1360.0,5.0
-1.8700000000000006,-0.4200000000000008,-1.6800000000000006,0.3699999999999992,1.6199999999999992,1.9799999999999995,4.0,1.0,6.0,4520.0,6.0
