相対勝率_1,相対勝率_2,相対勝率_3,相対勝率_4,相対勝率_5,相対勝率_6,r1,r2,r3,p,r
1.2183333333333337,-0.7716666666666665,-0.2916666666666661,0.038333333333333997,0.578333333333334,-0.7716666666666665,1.0,3.0,5.0,2170.0,1.0
-0.5699999999999998,0.44999999999999973,0.6999999999999997,1.3400000000000003,0.77,-2.69,5.0,2.0,3.0,8110.0,2.0
0.4350000000000005,0.13500000000000068,0.14500000000000046,0.40500000000000025,0.8250000000000002,-1.9449999999999994,2.0,1.0,4.0,2680.0,3.0
-0.28499999999999925,-0.27499999999999947,-0.35499999999999954,1.1150000000000002,-1.0649999999999995,0.8650000000000002,4.0,3.0,1.0,4150.0,4.0
1.0516666666666667,0.0216666666666665,0.6616666666666662,1.8416666666666668,-0.4083333333333332,-3.1683333333333334,1.0,3.0,4.0,780.0,5.0
0.4816666666666656,1.3116666666666656,1.5116666666666658,0.6116666666666655,-4.3083333333333345,0.3916666666666657,2.0,1.0,3.0,950.0,6.0
0.9800000000000004,1.08,1.4100000000000001,-0.9199999999999999,-2.5299999999999994,-0.019999999999999574,3.0,2.0,4.0,3780.0,7.0
1.1533333333333333,0.7233333333333336,-0.43666666666666654,0.3533333333333335,-0.5566666666666666,-1.2366666666666664,1.0,2.0,4.0,330.0,8.0
0.4616666666666669,-2.1383333333333328,2.091666666666667,-0.7583333333333329,0.9816666666666674,-0.6383333333333328,5.0,6.0,1.0,39910.0,9.0
0.48666666666666636,0.9766666666666666,-0.32333333333333325,-0.4933333333333332,0.29666666666666686,-0.9433333333333334,1.0,2.0,3.0,600.0,10.0
1.4366666666666665,0.7266666666666666,-0.5033333333333339,-0.9633333333333338,-0.3433333333333337,-0.3533333333333335,1.0,2.0,4.0,1010.0,11.0
0.916666666666667,0.11666666666666625,-0.7833333333333332,0.1566666666666663,-0.3433333333333337,-0.06333333333333346,2.0,4.0,5.0,15260.0,12.0
0.9316666666666666,0.2016666666666671,-1.588333333333333,1.081666666666667,0.37166666666666703,-0.9983333333333331,2.0,3.0,6.0,57850.0,1.0
0.24333333333333318,0.7633333333333336,0.38333333333333375,0.2233333333333336,-1.7366666666666664,0.12333333333333307,1.0,4.0,3.0,1470.0,2.0
-0.8016666666666667,0.7783333333333333,0.6583333333333332,-0.6416666666666666,0.8483333333333336,-0.8416666666666668,1.0,3.0,6.0,4770.0,3.0
-0.916666666666667,0.6633333333333331,-0.666666666666667,1.7633333333333336,-0.666666666666667,-0.17666666666666675,6.0,4.0,1.0,9560.0,4.0
-0.05833333333333357,-0.4883333333333333,0.3416666666666668,1.1116666666666664,-0.7483333333333331,-0.15833333333333321,5.0,4.0,6.0,9130.0,5.0
0.14999999999999947,1.009999999999999,1.3599999999999994,1.7399999999999993,-0.3800000000000008,-3.880000000000001,2.0,4.0,3.0,530.0,6.0
-0.3216666666666663,0.0983333333333336,0.7283333333333335,0.13833333333333364,2.408333333333333,-3.0516666666666663,5.0,1.0,3.0,2720.0,7.0
0.29499999999999904,1.0549999999999997,-0.10500000000000043,0.2649999999999997,-0.055000000000000604,-1.455000000000001,4.0,1.0,2.0,2700.0,8.0
-0.2400000000000002,1.71,0.5299999999999994,1.2699999999999996,-0.6900000000000004,-2.58,4.0,6.0,2.0,14720.0,9.0
1.0949999999999998,0.7749999999999995,0.9549999999999992,-0.5350000000000001,-0.26500000000000057,-2.0250000000000004,3.0,1.0,2.0,2040.0,10.0
0.34499999999999975,-0.2450000000000001,0.17499999999999982,0.4950000000000001,0.125,-0.8949999999999996,1.0,5.0,3.0,900.0,11.0
0.5600000000000005,-1.419999999999999,0.23000000000000043,1.4400000000000004,0.7100000000000009,-1.5199999999999996,1.0,4.0,3.0,880.0,12.0
1.3233333333333333,0.043333333333333,0.5633333333333335,0.5233333333333334,-0.6366666666666667,-1.8166666666666664,1.0,4.0,3.0,1730.0,1.0
-0.20833333333333393,1.1416666666666666,1.3216666666666663,1.4416666666666664,-3.5983333333333336,-0.0983333333333336,2.0,3.0,1.0,2440.0,2.0
0.23666666666666725,0.046666666666666856,0.666666666666667,1.7666666666666666,-2.483333333333333,-0.2333333333333334,1.0,2.0,4.0,930.0,3.0
-0.5216666666666665,-0.5516666666666667,-0.09166666666666679,0.5283333333333333,1.298333333333333,-0.6616666666666671,3.0,4.0,5.0,5130.0,4.0
0.6349999999999989,0.17499999999999893,0.9149999999999991,0.3249999999999993,-0.9750000000000005,-1.075000000000001,1.0,3.0,2.0,480.0,5.0
0.23166666666666647,-0.6283333333333339,1.3916666666666666,-0.30833333333333357,-0.4783333333333335,-0.20833333333333393,3.0,1.0,4.0,2930.0,6.0
-0.5233333333333334,1.1966666666666672,1.706666666666667,2.4366666666666665,-1.793333333333333,-3.023333333333333,5.0,4.0,3.0,31270.0,7.0
1.961666666666667,0.8616666666666664,-0.39833333333333343,1.3816666666666668,0.05166666666666675,-3.8583333333333334,1.0,3.0,4.0,1310.0,8.0
1.118333333333334,-0.2216666666666658,0.7783333333333342,0.6283333333333339,-0.751666666666666,-1.5516666666666659,6.0,2.0,4.0,91330.0,9.0
1.6083333333333343,0.4083333333333341,-0.7916666666666661,0.3483333333333336,-1.1516666666666664,-0.42166666666666597,1.0,4.0,6.0,2450.0,10.0
0.8183333333333334,0.33833333333333293,-0.13166666666666682,0.2983333333333329,-0.6016666666666666,-0.7216666666666667,1.0,4.0,2.0,990.0,11.0
1.1716666666666669,0.061666666666667425,-0.878333333333333,0.29166666666666696,-0.25833333333333286,-0.38833333333333275,1.0,2.0,4.0,700.0,12.0
1.793333333333333,0.14333333333333353,-1.2266666666666666,0.3033333333333337,1.4433333333333334,-2.4566666666666666,1.0,3.0,2.0,1230.0,1.0
-0.13333333333333286,-0.24333333333333318,-0.013333333333332753,0.3966666666666674,0.23666666666666725,-0.24333333333333318,5.0,4.0,2.0,18220.0,2.0
0.5350000000000001,-0.29499999999999993,1.6150000000000002,-0.5949999999999998,-2.675,1.415,1.0,3.0,6.0,970.0,3.0
